27.151000,0,0,0
27.161000,0,0,0
27.171000,0,0,0
27.181000,0,0,0
27.192000,0,0,0
27.202000,0,0,0
27.212000,0,0,0
27.222000,0,0,0
27.232000,0,0,0
27.242000,0,0,0
27.252000,0,0,0
27.263000,0,0,0
27.273000,0,0,0
27.283000,0,0,0
27.293000,0,0,0
27.303000,0,0,0
27.313000,0,0,0
27.323000,0,0,0
27.334000,0,0,0
27.344000,0,0,0
27.354000,0,0,0
27.364000,0,0,0
27.374000,0,0,0
27.384000,0,0,0
27.394000,0,0,0
27.405000,0,0,0
27.415000,0,0,0
27.425000,0,0,0
27.435000,0,0,0
27.445000,0,0,0
27.455000,0,0,0
27.465000,0,0,0
27.476000,0,0,0
27.486000,0,0,0
27.496000,0,0,0
27.506000,0,0,0
27.516000,0,0,0
27.526000,0,0,0
27.536000,0,0,0
27.547000,0,0,0
27.557000,0,0,0
27.567000,0,0,0
27.577000,0,0,0
27.587000,0,0,0
27.597000,0,0,0
27.608000,0,0,0
27.618000,0,0,0
27.628000,0,0,0
27.638000,0,0,0
27.648000,0,0,0
27.658000,0,0,0
27.668000,0,0,0
27.679000,0,0,0
27.689000,0,0,0
27.699000,0,0,0
27.709000,0,0,0
27.719000,0,0,0
27.729000,0,0,0
27.739000,0,0,0
27.750000,0,0,0
27.760000,0,0,0
27.770000,0,0,0
27.780000,0,0,0
27.790000,0,0,0
27.800000,0,0,0
27.810000,0,0,0
27.821000,0,0,0
27.831000,0,0,0
27.841000,0,0,0
27.851000,0,0,0
27.861000,0,0,0
27.871000,0,0,0
27.881000,0,0,0
27.892000,0,0,0
27.902000,0,0,0
27.912000,0,0,0
27.922000,0,0,0
27.932000,0,0,0
27.942000,0,0,0
27.952000,0,0,0
27.963000,0,0,0
27.973000,0,0,0
27.983000,0,0,0
27.993000,0,0,0
28.003000,0,0,0
28.013000,0,0,0
28.023000,0,0,0
28.034000,0,0,0
28.044000,0,0,0
28.054000,0,0,0
28.064000,0,0,0
28.074000,0,0,0
28.084000,0,0,0
28.094000,0,0,0
28.105000,0,0,0
28.115000,0,0,0
28.125000,0,0,0
28.135000,0,0,0
28.145000,0,0,0
28.155000,0,0,0
28.165000,0,0,0
28.176000,0,0,0
28.186000,0,0,0
28.196000,0,0,0
28.206000,0,0,0
28.216000,0,0,0
28.226000,0,0,0
28.236000,0,0,0
28.247000,0,0,0
28.257000,0,0,0
28.267000,0,0,0
28.277000,0,0,0
28.287000,0,0,0
28.297000,0,0,0
28.308000,0,0,0
28.318000,0,0,0
28.328000,0,0,0
28.338000,0,0,0
28.348000,0,0,0
28.358000,0,0,0
28.368000,0,0,0
28.379000,0,0,0
28.389000,0,0,0
28.399000,0,0,0
28.409000,0,0,0
28.419000,0,0,0
28.429000,0,0,0
28.439000,0,0,0
28.450000,0,0,0
28.460000,0,0,0
